data limit,run,initial_permutation,goal_percentage,goal_achieved,number_of_actions,total_task_time,final_goal_region_occupancy
1000,0,permutation_0,100.0,True,6,47.08000000000251,"['/column0', '/column1', '/column2']"
1000,1,permutation_0,100.0,True,6,41.6400000000017,"['/column0', '/column1', '/column2']"
1000,2,permutation_0,100.0,True,6,49.4400000000025,"['/column0', '/column1', '/column2']"
1000,3,permutation_0,100.0,True,6,57.1200000000037,"['/column0', '/column1', '/column2']"
1000,4,permutation_0,100.0,True,6,47.0400000000025,"['/column0', '/column1', '/column2']"
1000,5,permutation_0,100.0,True,6,42.7600000000017,"['/column0', '/column1', '/column2']"
1000,6,permutation_0,100.0,True,6,44.3600000000021,"['/column0', '/column1', '/column2']"
1000,7,permutation_0,100.0,True,6,40.9200000000013,"['/column0', '/column1', '/column2']"
1000,8,permutation_0,100.0,True,6,45.4000000000017,"['/column0', '/column1', '/column2']"
1000,9,permutation_0,100.0,True,6,46.0400000000027,"['/column0', '/column1', '/column2']"
1000,0,permutation_1,33.333333333333336,False,5,9.321999999999898,"['/column0', 'None', 'None']"
1000,1,permutation_1,100.0,True,6,33.0800000000016,"['/column0', '/column1', '/column2']"
1000,2,permutation_1,33.333333333333336,False,3,7.0009999999999,"['/column0', 'None', 'None']"
1000,3,permutation_1,100.0,True,6,41.2400000000015,"['/column0', '/column1', '/column2']"
1000,4,permutation_1,33.333333333333336,False,4,16.5599999999997,"['/column0', 'None', 'None']"
1000,5,permutation_1,100.0,True,7,36.5610000000009,"['/column0', '/column1', '/column2']"
1000,6,permutation_1,33.333333333333336,False,3,9.2799999999999,"['/column0', 'None', 'None']"
1000,7,permutation_1,100.0,True,6,34.4000000000017,"['/column0', '/column1', '/column2']"
1000,8,permutation_1,33.333333333333336,False,4,15.2399999999998,"['/column0', 'None', 'None']"
1000,9,permutation_1,33.333333333333336,False,3,9.319999999999899,"['/column0', 'None', 'None']"
1000,0,permutation_2,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,1,permutation_2,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,2,permutation_2,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,3,permutation_2,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,4,permutation_2,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,5,permutation_2,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,6,permutation_2,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,7,permutation_2,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,8,permutation_2,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,9,permutation_2,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,0,permutation_3,100.0,True,6,31.480000000001098,"['/column0', '/column1', '/column2']"
1000,1,permutation_3,100.0,True,7,38.2810000000016,"['/column0', '/column1', '/column2']"
1000,2,permutation_3,100.0,True,7,47.00100000000259,"['/column0', '/column1', '/column2']"
1000,3,permutation_3,100.0,True,6,37.4000000000015,"['/column0', '/column1', '/column2']"
1000,4,permutation_3,100.0,True,6,42.7600000000028,"['/column0', '/column1', '/column2']"
1000,5,permutation_3,100.0,True,6,39.280000000000896,"['/column0', '/column1', '/column2']"
1000,6,permutation_3,100.0,True,6,39.3600000000018,"['/column0', '/column1', '/column2']"
1000,7,permutation_3,100.0,True,6,36.7200000000011,"['/column0', '/column1', '/column2']"
1000,8,permutation_3,100.0,True,6,37.1600000000015,"['/column0', '/column1', '/column2']"
1000,9,permutation_3,100.0,True,6,33.2000000000009,"['/column0', '/column1', '/column2']"
1000,0,permutation_4,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,1,permutation_4,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,2,permutation_4,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,3,permutation_4,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,4,permutation_4,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,5,permutation_4,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,6,permutation_4,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,7,permutation_4,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,8,permutation_4,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,9,permutation_4,0.0,False,2,0.002,"['None', 'None', 'None']"
1000,0,permutation_5,33.333333333333336,False,3,22.3199999999998,"['None', '/column1', 'None']"
1000,1,permutation_5,100.0,True,6,35.720000000000695,"['/column0', '/column1', '/column2']"
1000,2,permutation_5,100.0,True,6,41.52000000000089,"['/column0', '/column1', '/column2']"
1000,3,permutation_5,100.0,True,6,42.5200000000014,"['/column0', '/column1', '/column2']"
1000,4,permutation_5,100.0,True,6,42.3200000000009,"['/column0', '/column1', '/column2']"
1000,5,permutation_5,100.0,True,6,41.600000000000904,"['/column0', '/column1', '/column2']"
1000,6,permutation_5,100.0,True,6,38.7600000000007,"['/column0', '/column1', '/column2']"
1000,7,permutation_5,100.0,True,6,38.440000000000495,"['/column0', '/column1', '/column2']"
1000,8,permutation_5,100.0,True,6,31.2800000000001,"['/column0', '/column1', '/column2']"
1000,9,permutation_5,100.0,True,6,36.2000000000006,"['/column0', '/column1', '/column2']"
